cluster	SEQFID	genus	species	strain
cluster750	SEQF1365	Streptococcus	pyogenes	SSI-1
cluster156	SEQF1076	Fusobacterium	nucleatum subsp. vincentii	ATCC 49256
cluster3755	SEQF3002	Corynebacterium	simulans	hmsc077d03
cluster3149	SEQF2697	Pseudomonas	aeruginosa	ATCC 700888
cluster522	SEQF1283	Neisseria	meningitidis	"serogroup A, Z2491"
cluster1213	SEQF1619	Pseudomonas	aeruginosa	LESB58
cluster3670	SEQF2970	Corynebacterium	urealyticum	hmsc22b11
cluster343	SEQF1167	Agrobacterium	tumefaciens	"str. C58, ATCC 33970"
cluster3392	SEQF2849	Staphylococcus	pasteuri	sp1
cluster3369	SEQF2838	Aggregatibacter	actinomycetemcomitans	VT1169
cluster3722	SEQF2991	Corynebacterium	aurimucosum	hmsc056e09
cluster926	SEQF1503	Escherichia	coli	BL21(DE3)
cluster2398	SEQF2299	Mycobacterium	tuberculosis	UT205
cluster859	SEQF1431	Staphylococcus	aureus	str. Newman
cluster1505	SEQF1835	Staphylococcus	aureus	WW2703/97
cluster1629	SEQF1909	Capnocytophaga	sp. HMT 412	F0487
cluster3065	SEQF2672	Mycobacterium	neoaurum	VKM Ac-1815D
cluster787	SEQF1395	Variovorax	paradoxus	S110
cluster2458	SEQF2322	Agrobacterium	tumefaciens	CCNWGS0286
cluster354	SEQF1173	Bacillus	subtilis	BSn5
cluster427	SEQF1205	Escherichia	coli	HS
cluster650	SEQF1320	Staphylococcus	aureus	"MRSA, USA300, FPR3757"
cluster3260	SEQF2750	Aggregatibacter	paraphrophilus	W10433
cluster314	SEQF1153	Bacillus	anthracis	str. A0488
cluster2381	SEQF2293	Bacillus	subtilis	subsp. spizizenii ATCC 6633
cluster469	SEQF1235	Haemophilus	influenzae	R2846
cluster1825	SEQF2000	Streptococcus	peroris	ATCC 700780
cluster1614	SEQF1900	Capnocytophaga	sp. HMT 326	F0382
cluster3853	SEQF3036	Corynebacterium	simulans	hmsc076d02
cluster1091	SEQF1563	Yersinia	pestis	biovar Mediaevalis str. K1973002
cluster319	SEQF1161	Acinetobacter	baumannii	SDF
cluster2279	SEQF2272	Corynebacterium	diphtheriae	HC02
cluster1641	SEQF1916	Neisseria	meningitidis	ATCC 13091
cluster2980	SEQF2610	Achromobacter	xylosoxidans	NBRC 15126 = ATCC 27061
cluster3574	SEQF2919	Selenomonas	sp. HMT 920	W5150
cluster3195	SEQF2715	Anaerolinea	thermophila	UNI-1
cluster743	SEQF1363	Streptococcus	pyogenes	"MGAS8232, ATCC BAA-572"
cluster3754	SEQF3001	Corynebacterium	aurimucosum	hmsc074c01
cluster2554	SEQF2346	Streptococcus	salivarius	PS4
cluster471	SEQF1237	Haemophilus	influenzae	R3021
cluster659	SEQF1329	Stenotrophomonas	maltophilia	K279a
cluster555	SEQF1297	Pseudomonas	aeruginosa	PAO1
cluster896	SEQF1489	Staphylococcus	aureus	D30
cluster1513	SEQF1837	Staphylococcus	epidermidis	SK135
cluster2245	SEQF2247	Streptococcus	sobrinus	TCI-107
cluster3873	SEQF3042	Corynebacterium	aurimucosum	hmsc072a02
cluster994	SEQF1524	Streptococcus	pneumoniae	CDC0288-04
cluster2776	SEQF2505	Peptoniphilus	lacrimalis	DSM 7455
cluster2983	SEQF2610	Achromobacter	xylosoxidans	NBRC 15126 = ATCC 27061
cluster3216	SEQF2717	Caldilinea	aerophila	DSM 14535 = NBRC 104270
cluster3599	SEQF2942	Corynebacterium	amycolatum	hmsc064e08
cluster2394	SEQF2299	Mycobacterium	tuberculosis	UT205
cluster089	SEQF1045	Shuttleworthia	satelles	"DSM 14600, BAA-774, CCUG 45864"
cluster2536	SEQF2338	Streptococcus	mitis	SK579
cluster1941	SEQF2103	Lactobacillus	johnsonii	pf01
cluster630	SEQF1316	Staphylococcus	aureus	"Mu50, (VRSA),  ATCC 700699"
cluster3322	SEQF2805	Selenomonas	sp. HMT 126	W7667
cluster3630	SEQF2953	Corynebacterium	accolens	kpl2004
cluster2477	SEQF2324	Bacillus	subtilis	subsp. subtilis str. SC-8
cluster3468	SEQF2880	Paenibacillus	glucanolyticus	5162
cluster798	SEQF1400	Streptococcus	pneumoniae	SP11-BS70
cluster1219	SEQF1622	Acinetobacter	baumannii	AB307-0294
cluster1570	SEQF1863	Prevotella	micans	F0438
cluster2842	SEQF2537	Delftia	acidovorans	CCUG 274B
cluster3415	SEQF2859	Corynebacterium	striatum	kc_na_01
cluster2117	SEQF2196	Pseudomonas	fluorescens	WH6
cluster1913	SEQF2063	Finegoldia	magna	SY403409CC001050417
cluster3778	SEQF3008	Corynebacterium	coyleae	hmsc067d03
cluster2480	SEQF2324	Bacillus	subtilis	subsp. subtilis str. SC-8
cluster149	SEQF1072	Tannerella	forsythia	"92A2 not ATCC 43037, FDC 338"
cluster230	SEQF1129	Mycobacterium	tuberculosis	H37Ra
cluster1080	SEQF1561	Yersinia	pestis	biovar Antiqua str. E1979001
cluster1113	SEQF1566	Yersinia	pestis	biovar Orientalis str. India 195
cluster2157	SEQF2206	Staphylococcus	epidermidis	FRI909
cluster1669	SEQF1927	Eubacterium	limosum	KIST612
cluster2902	SEQF2576	Bifidobacterium	breve	JCP7499
cluster1675	SEQF1929	Streptococcus	pneumoniae	AP200
cluster2173	SEQF2212	Streptococcus	infantis clade 638	ATCC 700779
cluster2560	SEQF2351	Neisseria	sicca	VK64
cluster2430	SEQF2304	Streptococcus	pneumoniae	GA02506
cluster2925	SEQF2586	Variovorax	paradoxus	B4
cluster306	SEQF1151	Bacillus	anthracis	str. A0465
cluster2083	SEQF2185	Yersinia	pestis	D106004
cluster3352	SEQF2824	Aggregatibacter	actinomycetemcomitans	NUM4039
cluster233	SEQF1129	Mycobacterium	tuberculosis	H37Ra
cluster3484	SEQF2885	Janibacter	indicus	yfy001
cluster294	SEQF1143	Bacillus	anthracis	str. A0389
cluster2652	SEQF2408	Burkholderia	cepacia	GG4
cluster1807	SEQF1993	Pseudoramibacter	alactolyticus	ATCC 23263
cluster1395	SEQF1769	Lactobacillus	gasseri	JV-V03
cluster3766	SEQF3005	Corynebacterium	simulans	hmsc071f07
cluster3741	SEQF2996	Corynebacterium	amycolatum	hmsc074c04
cluster1330	SEQF1709	Bacillus	anthracis	CDC 684
cluster2868	SEQF2552	Lactobacillus	acidophilus	DSM 20242
cluster2524	SEQF2333	Pseudomonas	stutzeri	ATCC 14405 = CCUG 16156
cluster131	SEQF1063	Actinomyces	naeslundii	MG1
cluster2130	SEQF2200	Staphylococcus	aureus	A8819
cluster2460	SEQF2323	Bacillus	anthracis	str. H9401
cluster3103	SEQF2690	Cronobacter	sakazakii	CMCC 45402
cluster3511	SEQF2893	Acidovorax	temperans	ky4
cluster2466	SEQF2324	Bacillus	subtilis	subsp. subtilis str. SC-8
cluster159	SEQF1080	Enterococcus	faecalis	"V583, ATCC 700802"
cluster3217	SEQF2718	Chlorobium	limicola	DSM 245
cluster2696	SEQF2441	Lactobacillus	plantarum	ZJ316
cluster1352	SEQF1715	Klebsiella	pneumoniae	NTUH-K2044
cluster1740	SEQF1972	Propionibacteriaceae [G-2]	bacterium HMT 192	F0372
cluster3822	SEQF3026	Corynebacterium	accolens	kpl1998
cluster945	SEQF1511	Escherichia	coli	O157:H7 str. EC4115
cluster756	SEQF1367	Streptococcus	salivarius	"CCHSS3, JIM8780"
cluster2057	SEQF2173	Staphylococcus	aureus	04-02981
cluster799	SEQF1400	Streptococcus	pneumoniae	SP11-BS70
cluster3076	SEQF2673	Ochrobactrum	anthropi	W13P3
cluster1542	SEQF1848	Actinomyces	sp. HMT 175	F0384
cluster3472	SEQF2880	Paenibacillus	glucanolyticus	5162
cluster2298	SEQF2275	Corynebacterium	diphtheriae	INCA 402
cluster2930	SEQF2586	Variovorax	paradoxus	B4
cluster3531	SEQF2903	Corynebacterium	aurimucosum	hmsc05d03
cluster2382	SEQF2293	Bacillus	subtilis	subsp. spizizenii ATCC 6633
cluster3498	SEQF2889	Serratia	marcescens	rsc_14
cluster007	SEQF1008	Capnocytophaga	ochracea	"DSM 7271, ATCC 27872, JCM 12966"
cluster3724	SEQF2991	Corynebacterium	aurimucosum	hmsc056e09
cluster839	SEQF1407	Streptococcus	pneumoniae	SP9-BS68
cluster3675	SEQF2971	Corynebacterium	aurimucosum	hmsc070e08
cluster1899	SEQF2058	Comamonas	testosteroni	S44
cluster3320	SEQF2803	Stenotrophomonas	nitritireducens	DSM 12575
cluster3441	SEQF2867	Paracoccus	yeei	fdaargos_252
cluster1201	SEQF1619	Pseudomonas	aeruginosa	LESB58
cluster158	SEQF1078	Fusobacterium	nucleatum subsp. nucleatum	ATCC 25586
cluster1154	SEQF1587	Streptococcus	pneumoniae	BS457
cluster1483	SEQF1815	Staphylococcus	aureus	A9781
cluster2242	SEQF2247	Streptococcus	sobrinus	TCI-107
cluster3474	SEQF2881	Staphylococcus	capitis	ayp1020
cluster140	SEQF1069	Streptococcus	mutans	"UA159, ATCC 700610"
cluster2162	SEQF2208	Staphylococcus	warneri	VCU121
cluster936	SEQF1508	Escherichia	coli	O157:H7 str. EC4045
cluster2873	SEQF2558	Lactobacillus	gasseri	K7
cluster3199	SEQF2716	Burkholderia	cepacia	JBK9
cluster188	SEQF1096	Mycobacterium	tuberculosis	F11 (ExPEC)
cluster2860	SEQF2546	Achromobacter	xylosoxidans	NH44784-1996
cluster2215	SEQF2230	Streptococcus	pneumoniae	GA41301
cluster2973	SEQF2604	Enterobacter	cancerogenus	YZ1
cluster3803	SEQF3019	Corynebacterium	aurimucosum	hmsc055a01
cluster3090	SEQF2683	Prevotella	oris	JCM 12252
cluster2240	SEQF2243	Veillonella	atypica	ACS-049-V-Sch6
cluster857	SEQF1431	Staphylococcus	aureus	str. Newman
cluster1952	SEQF2107	Klebsiella	pneumoniae	subsp. pneumoniae HS11286
cluster1627	SEQF1909	Capnocytophaga	sp. HMT 412	F0487
cluster175	SEQF1087	Agrobacterium	tumefaciens	biovar II K84
cluster3768	SEQF3005	Corynebacterium	simulans	hmsc071f07
cluster3580	SEQF2935	Corynebacterium	accolens	kpl1855
cluster2576	SEQF2361	Streptococcus	intermedius	JTH08
cluster163	SEQF1082	Yersinia	pestis	biovar Microtus str. 91001
cluster3045	SEQF2642	Finegoldia	magna	ALB8
cluster1612	SEQF1897	Corynebacterium	durum	F0235
cluster3568	SEQF2916	Acinetobacter	johnsonii	xbb1
cluster578	SEQF1300	Pseudomonas	fluorescens	Pf-5
cluster1184	SEQF1598	Selenomonas	sputigena	ATCC 35185
cluster2069	SEQF2183	Variovorax	paradoxus	EPS
cluster3288	SEQF2775	Haemophilus	pittmaniae	HK 85
cluster2717	SEQF2454	Selenomonas	sp. HMT 892	F0426
cluster2160	SEQF2207	Staphylococcus	epidermidis	M23864:W2(grey)
cluster3862	SEQF3039	Corynebacterium	singulare	hmsc078h07
cluster3265	SEQF2760	Lachnoanaerobaculum	saburreum	DSM 3986
cluster2506	SEQF2330	Neisseria	weaveri	ATCC 51223
cluster2881	SEQF2561	Lactococcus	lactis	str. TIFN4
cluster1930	SEQF2092	Lactobacillus	iners	LactinV 03V1-b
cluster1817	SEQF1996	Streptococcus	anginosus	SK52
cluster3711	SEQF2986	Corynebacterium	accolens	kpl1818
cluster3326	SEQF2807	Tannerella	sp. HMT 286	W11667
cluster2674	SEQF2422	Lysinibacillus	fusiformis	ZB2
cluster1710	SEQF1956	Aggregatibacter	aphrophilus	ATCC 33389
cluster366	SEQF1183	Neisseria	polysaccharea	ATCC 43768
cluster3339	SEQF2815	Fusobacterium	nucleatum subsp. animalis	KCOM 1325
cluster1566	SEQF1858	Selenomonas	sp. HMT 137	F0430
cluster1143	SEQF1575	Campylobacter	rectus	RM3267
cluster852	SEQF1430	Escherichia	coli	APEC O1
cluster1118	SEQF1567	Yersinia	pestis	biovar Orientalis str. IP275
cluster440	SEQF1213	Escherichia	coli	O157:H7 EDL933
cluster3897	SEQF3049	Corynebacterium	sp. HMT 207	nml_120412
cluster2591	SEQF2381	Pseudomonas	fluorescens	SS101
cluster2414	SEQF2301	Streptococcus	pyogenes	MGAS15252
cluster778	SEQF1384	Acinetobacter	baumannii	ATCC 17978
cluster1276	SEQF1675	Aggregatibacter	aphrophilus	F0387
cluster2968	SEQF2603	Ralstonia	pickettii	DTP0602
cluster2922	SEQF2586	Variovorax	paradoxus	B4
cluster2024	SEQF2168	Pseudomonas	aeruginosa	NCGM2.S1
cluster1498	SEQF1833	Staphylococcus	aureus	TCH70
cluster3004	SEQF2619	Rhodobacter	capsulatus	B6
cluster424	SEQF1203	Escherichia	coli	F11
cluster2511	SEQF2331	Neisseria	weaveri	LMG 5135
cluster1660	SEQF1926	Achromobacter	xylosoxidans	A8
cluster148	SEQF1072	Tannerella	forsythia	"92A2 not ATCC 43037, FDC 338"
cluster1625	SEQF1906	Capnocytophaga	sp. HMT 335	F0486
cluster1248	SEQF1648	Corynebacterium	matruchotii	ATCC 33806
cluster2985	SEQF2610	Achromobacter	xylosoxidans	NBRC 15126 = ATCC 27061
cluster322	SEQF1164	Acinetobacter	baumannii	AYE
cluster2823	SEQF2534	Enterococcus	durans	ATCC 6056
cluster872	SEQF1457	Ochrobactrum	anthropi	ATCC 49188
cluster2827	SEQF2536	Delftia	acidovorans	CCUG 15835
cluster2910	SEQF2583	Acidipropionibacterium	acidifaciens	DSM 21887
cluster861	SEQF1433	Escherichia	coli	536
cluster672	SEQF1336	Streptococcus	agalactiae	COH1
cluster3653	SEQF2962	Corynebacterium	coyleae	hmsc05c01
cluster289	SEQF1141	Bacillus	anthracis	str. A0193
cluster1999	SEQF2162	Cutibacterium	acnes	6609
cluster3193	SEQF2715	Anaerolinea	thermophila	UNI-1
cluster580	SEQF1300	Pseudomonas	fluorescens	Pf-5
cluster1296	SEQF1687	Capnocytophaga	sp. HMT 338	F0234
cluster2481	SEQF2324	Bacillus	subtilis	subsp. subtilis str. SC-8
cluster1886	SEQF2048	Corynebacterium	diphtheriae	241
cluster2918	SEQF2583	Acidipropionibacterium	acidifaciens	DSM 21887
cluster2571	SEQF2352	Pseudomonas	pseudoalcaligenes	KF707
cluster2023	SEQF2167	Pseudomonas	aeruginosa	M18
cluster2921	SEQF2584	Selenomonas	artemidis	DSM 19719
cluster485	SEQF1250	Klebsiella	pneumoniae	"MGH 78578, ATCC 700721"
cluster633	SEQF1317	Staphylococcus	aureus	 MW2
cluster2288	SEQF2273	Corynebacterium	diphtheriae	HC03
cluster3738	SEQF2995	Corynebacterium	amycolatum	hmsc074c05
cluster658	SEQF1329	Stenotrophomonas	maltophilia	K279a
cluster2050	SEQF2171	Pseudomonas	stutzeri	DSM 4166
cluster244	SEQF1130	Mycobacterium	tuberculosis	KZN 1435
cluster1259	SEQF1653	Capnocytophaga	granulosa	ATCC 51502
cluster3737	SEQF2995	Corynebacterium	amycolatum	hmsc074c05
cluster3621	SEQF2950	Corynebacterium	aurimucosum	hmsc074e01
cluster1471	SEQF1813	Staphylococcus	aureus	A9763
cluster3115	SEQF2695	Pseudomonas	otitidis	nan
cluster1102	SEQF1565	Yersinia	pestis	biovar Orientalis str. F1991016
cluster1751	SEQF1977	Ralstonia	pickettii	12D
cluster219	SEQF1116	Streptococcus	pneumoniae	CGSP14
cluster034	SEQF1029	Parvimonas	micra	ATCC 33270
cluster1074	SEQF1560	Yersinia	pestis	biovar Antiqua str. B42003004
cluster2693	SEQF2440	Corynebacterium	urealyticum	DSM 7111
cluster2336	SEQF2286	Neisseria	meningitidis	H44/76
cluster3433	SEQF2866	Corynebacterium	simulans	pes1
cluster021	SEQF1018	Filifactor	alocis	ATCC 35896
cluster2498	SEQF2327	Kingella	kingae	PYKK081
cluster3651	SEQF2961	Corynebacterium	simulans	hmsc036d03
cluster1972	SEQF2141	Neisseria	lactamica	Y92-1009
cluster1149	SEQF1587	Streptococcus	pneumoniae	BS457
cluster1707	SEQF1954	Aggregatibacter	actinomycetemcomitans	D17P-2
cluster310	SEQF1153	Bacillus	anthracis	str. A0488
cluster2034	SEQF2168	Pseudomonas	aeruginosa	NCGM2.S1
cluster3857	SEQF3037	Corynebacterium	amycolatum	hmsc14h10
cluster1579	SEQF1868	Treponema	denticola	H1-T/F0456
cluster2287	SEQF2273	Corynebacterium	diphtheriae	HC03
cluster2987	SEQF2611	Lactobacillus	johnsonii	N6.2
cluster2649	SEQF2408	Burkholderia	cepacia	GG4
cluster3429	SEQF2865	Corynebacterium	accolens	kpl1818
cluster759	SEQF1368	Lactobacillus	crispatus	JV-V01
cluster2125	SEQF2199	Staphylococcus	aureus	A8796
cluster357	SEQF1173	Bacillus	subtilis	BSn5
cluster1640	SEQF1916	Neisseria	meningitidis	ATCC 13091
cluster1762	SEQF1979	Sanguibacter	keddieii	DSM 10542
cluster286	SEQF1141	Bacillus	anthracis	str. A0193
cluster2153	SEQF2204	Staphylococcus	caprae	C87
cluster1320	SEQF1706	Streptococcus	intermedius	F0395
cluster313	SEQF1153	Bacillus	anthracis	str. A0488
cluster3850	SEQF3035	Peptoniphilus	harei	hmsc075b08
cluster2262	SEQF2268	Corynebacterium	diphtheriae	BH8
cluster906	SEQF1491	Staphylococcus	aureus	USA300_TCH959
cluster3471	SEQF2880	Paenibacillus	glucanolyticus	5162
cluster372	SEQF1184	Corynebacterium	diphtheriae	NCTC 13129
cluster2937	SEQF2589	Streptococcus	constellatus	subsp. pharyngis C1050
cluster1215	SEQF1620	Staphylococcus	aureus	JKD6008
cluster3859	SEQF3038	Corynebacterium	coyleae	hmsc075d04
cluster505	SEQF1272	Neisseria	gonorrhoeae	"FA 1090, ATCC 700825"
cluster1132	SEQF1568	Yersinia	pestis	biovar Orientalis str. MG05-1020
cluster3870	SEQF3041	Corynebacterium	pseudodiphtheriticum	EPI_003_04_2554_SCH2473622
cluster2523	SEQF2333	Pseudomonas	stutzeri	ATCC 14405 = CCUG 16156
cluster2373	SEQF2291	Bacillus	subtilis	subsp. subtilis RO-NN-1
cluster218	SEQF1116	Streptococcus	pneumoniae	CGSP14
cluster3461	SEQF2876	Neisseria	macacae	atcc_33926
cluster2026	SEQF2168	Pseudomonas	aeruginosa	NCGM2.S1
cluster2475	SEQF2324	Bacillus	subtilis	subsp. subtilis str. SC-8
cluster1459	SEQF1810	Staphylococcus	aureus	A9299
cluster3393	SEQF2849	Staphylococcus	pasteuri	sp1
cluster039	SEQF1032	Mycobacterium	tuberculosis	CDC1551
cluster3767	SEQF3005	Corynebacterium	simulans	hmsc071f07
cluster2977	SEQF2610	Achromobacter	xylosoxidans	NBRC 15126 = ATCC 27061
cluster3556	SEQF2912	Corynebacterium	urealyticum	hmsc27b11
cluster1394	SEQF1769	Lactobacillus	gasseri	JV-V03
cluster367	SEQF1183	Neisseria	polysaccharea	ATCC 43768
cluster3311	SEQF2793	Desulfovibrio	fairfieldensis	CCUG 45958
cluster278	SEQF1139	Bacillus	anthracis	Tsiankovskii-I
cluster1254	SEQF1652	Simonsiella	muelleri	ATCC 29453
cluster3751	SEQF2999	Corynebacterium	striatum	hmsc06c06
cluster1063	SEQF1559	Yersinia	pestis	Pestoides A
cluster3726	SEQF2992	Corynebacterium	amycolatum	hmsc063f04
cluster1543	SEQF1848	Actinomyces	sp. HMT 175	F0384
cluster2478	SEQF2324	Bacillus	subtilis	subsp. subtilis str. SC-8
cluster2003	SEQF2163	Cutibacterium	acnes	ATCC 11828
cluster1553	SEQF1851	Acidipropionibacterium	acidifaciens	F0233
cluster2701	SEQF2443	Peptoniphilaceae [G-1]	bacterium HMT 113	W5053
cluster2232	SEQF2241	Streptococcus	pneumoniae	SPNA45
cluster3100	SEQF2689	Actinomyces	viscosus	C505
cluster1602	SEQF1888	Streptococcus	oralis subsp. tigurinus clade 070	F0441
cluster3829	SEQF3028	Corynebacterium	amycolatum	hmsc061h03
cluster1905	SEQF2061	Finegoldia	magna	ACS-171-V-Col3
cluster3818	SEQF3025	Fusobacterium	nucleatum subsp. polymorphum	obrc1
cluster1748	SEQF1976	Corynebacterium	urealyticum	DSM 7109
cluster2564	SEQF2351	Neisseria	sicca	VK64
cluster411	SEQF1197	Escherichia	coli	E22
cluster410	SEQF1196	Escherichia	coli	E110019 (O111:H9)
cluster619	SEQF1314	Staphylococcus	aureus	MRSA252
cluster668	SEQF1332	Streptococcus	agalactiae	2603V/R
cluster1060	SEQF1558	Yersinia	pestis	Nepal516
cluster1665	SEQF1927	Eubacterium	limosum	KIST612
cluster2798	SEQF2516	Streptococcus	agalactiae	CF01173
cluster1728	SEQF1967	Lautropia	mirabilis	ATCC 51599
cluster085	SEQF1041	Bacillus	anthracis	Sterne
cluster1708	SEQF1955	Aggregatibacter	actinomycetemcomitans	D17P-3
cluster3190	SEQF2714	Pseudomonas	pseudoalcaligenes	AD6
cluster1493	SEQF1831	Staphylococcus	aureus	TCH130
cluster2005	SEQF2164	Cutibacterium	acnes	TypeIA2 P.acn17
cluster1503	SEQF1835	Staphylococcus	aureus	WW2703/97
cluster3062	SEQF2672	Mycobacterium	neoaurum	VKM Ac-1815D
cluster3566	SEQF2915	Corynebacterium	appendicis	"CIP_107643,DSM_44531"
cluster203	SEQF1099	Yersinia	pestis	Pestoides F
cluster1029	SEQF1532	Streptococcus	pneumoniae	Taiwan19F-14
cluster2385	SEQF2293	Bacillus	subtilis	subsp. spizizenii ATCC 6633
cluster1572	SEQF1864	Treponema	denticola	ATCC 35404
cluster1954	SEQF2109	Lactobacillus	casei	BD-II
cluster2736	SEQF2482	Agrobacterium	tumefaciens	str. Cherry 2E-2-2
cluster1291	SEQF1681	Peptoniphilus	lacrimalis	F0141
cluster2047	SEQF2171	Pseudomonas	stutzeri	DSM 4166
cluster3812	SEQF3023	Corynebacterium	jeikeium	hmsc058e07
cluster760	SEQF1376	Escherichia	coli	SE11
cluster2426	SEQF2303	Streptococcus	pneumoniae	England14-9
cluster766	SEQF1382	Streptococcus	mutans	NN2025
cluster714	SEQF1355	Streptococcus	pyogenes	Manfredo (M5) M5
cluster3044	SEQF2641	Anaerolineae [G-1]	bacterium HMT 439	isolate Chl2
cluster3792	SEQF3014	Corynebacterium	amycolatum	hmsc072b09
cluster1851	SEQF2029	Achromobacter	xylosoxidans	AXX-A
cluster1098	SEQF1564	Yersinia	pestis	biovar Medievalis str. Harbin 35
cluster090	SEQF1051	Listeria	monocytogenes	4b F2365
cluster3246	SEQF2745	Actinomyces	sp. HMT 414	F0588
cluster1036	SEQF1536	Streptococcus	pneumoniae	BS397
cluster1844	SEQF2021	Parascardovia	denticolens	DSM 10105
cluster1047	SEQF1555	Yersinia	pestis	Angola
cluster3814	SEQF3023	Corynebacterium	jeikeium	hmsc058e07
cluster1048	SEQF1556	Yersinia	pestis	CA88-4125
cluster2118	SEQF2196	Pseudomonas	fluorescens	WH6
cluster3579	SEQF2935	Corynebacterium	accolens	kpl1855
cluster3263	SEQF2752	Selenomonas	sp. HMT 478	F0592
cluster2850	SEQF2542	Lactobacillus	plantarum	16
cluster1424	SEQF1801	Cutibacterium	acnes	J139
cluster3029	SEQF2635	Tannerella	sp. HMT 286	isolate Cell 2
cluster1310	SEQF1697	Selenomonas	artemidis	F0399
cluster2404	SEQF2299	Mycobacterium	tuberculosis	UT205
cluster3417	SEQF2859	Corynebacterium	striatum	kc_na_01
cluster1847	SEQF2029	Achromobacter	xylosoxidans	AXX-A
cluster666	SEQF1331	Streptococcus	agalactiae	18RS21
cluster3268	SEQF2763	Mesorhizobium	loti	NZP2037
cluster1658	SEQF1926	Achromobacter	xylosoxidans	A8
cluster384	SEQF1189	Escherichia	coli	55989
cluster1547	SEQF1849	Actinomyces	sp. HMT 170	F0386
cluster824	SEQF1405	Streptococcus	pneumoniae	SP3-BS71
cluster3770	SEQF3006	Corynebacterium	amycolatum	hmsc11h10
cluster3530	SEQF2903	Corynebacterium	aurimucosum	hmsc05d03
cluster2664	SEQF2418	Lactobacillus	buchneri	ATCC 11577
cluster1795	SEQF1992	Pseudomonas	aeruginosa	HB15
cluster1148	SEQF1587	Streptococcus	pneumoniae	BS457
cluster2228	SEQF2233	Streptococcus	pneumoniae	GA47901
cluster1902	SEQF2059	Dolosigranulum	pigrum	ATCC 51524
cluster1026	SEQF1531	Streptococcus	pneumoniae	SP195
cluster2820	SEQF2533	Enterococcus	saccharolyticus	ATCC 43076
cluster724	SEQF1358	Streptococcus	pyogenes	"MGAS10750, ATCC BAA-1066"
cluster137	SEQF1068	Streptococcus	mitis	NCTC 12261
cluster1084	SEQF1562	Yersinia	pestis	biovar Antiqua str. UG05-0454
cluster3547	SEQF2909	Staphylococcus	lugdunensis	fdaargos_143
cluster1364	SEQF1724	Rothia	mucilaginosa	DY-18
cluster1782	SEQF1991	Pseudomonas	aeruginosa	138244
cluster2222	SEQF2232	Streptococcus	pneumoniae	GA47368
cluster3111	SEQF2692	Cronobacter	sakazakii	SP291
cluster2854	SEQF2546	Achromobacter	xylosoxidans	NH44784-1996
cluster2906	SEQF2580	Campylobacter	concisus	UNSW1
cluster1835	SEQF2005	Streptococcus	oralis subsp. oralis	Uo5
cluster437	SEQF1213	Escherichia	coli	O157:H7 EDL933
cluster2431	SEQF2305	Streptococcus	pneumoniae	GA05578
cluster259	SEQF1132	Mycobacterium	tuberculosis	KZN 605
cluster487	SEQF1254	Lactobacillus	paracasei	ATCC 334
cluster3362	SEQF2832	Aggregatibacter	actinomycetemcomitans	serotype d str. SA269
cluster1020	SEQF1530	Streptococcus	pneumoniae	MLV-016
cluster3660	SEQF2967	Corynebacterium	amycolatum	hmsc064e07
cluster2651	SEQF2408	Burkholderia	cepacia	GG4
cluster1615	SEQF1900	Capnocytophaga	sp. HMT 326	F0382
cluster1011	SEQF1528	Streptococcus	pneumoniae	Hungary19A-6
cluster2650	SEQF2408	Burkholderia	cepacia	GG4
cluster1417	SEQF1797	Prevotella	bivia	JCVIHMP010
cluster2938	SEQF2589	Streptococcus	constellatus	subsp. pharyngis C1050
cluster2963	SEQF2603	Ralstonia	pickettii	DTP0602
cluster1041	SEQF1544	Listeria	monocytogenes	FSL N1-017
cluster762	SEQF1380	Streptococcus	pyogenes	"SF370 (serotype M1 GAS), ATCC 700294"
cluster2508	SEQF2330	Neisseria	weaveri	ATCC 51223
cluster3871	SEQF3042	Corynebacterium	aurimucosum	hmsc072a02
cluster1647	SEQF1920	Lysinibacillus	fusiformis	ZC1
cluster076	SEQF1038	Bacillus	anthracis	Ames Ancestor
cluster997	SEQF1525	Streptococcus	pneumoniae	CDC1087-00
cluster2809	SEQF2525	Lactobacillus	plantarum	IPLA88
cluster1978	SEQF2142	Neisseria	mucosa	C102
